year	hhid	region	zones	woreda	ea	total_valuefert	total_qty_w	real_tpricefert_cens_mrk	formal_credit	informal_credit	ext_acess	ag_rainy_13	filter	num_mem	weight	hh_headage	femhead	attend_sch	mrk_dist_w	worker	safety_net	soil_qty_rev2	hh_s6bq04	hh_s6aq02	asset	hhasset_value	hhasset_value_w	real_hhvalue	land_holding	median_mrk	median_price	median_age	median_soil	ag_rainy_15	ag_rainy_18	mrk_dist	s5bq02	s5bq09	ag_rainy_21	s7q02	s7q04
2015	070506088801303003	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	1	3679.947265625	24	1	1	11.5	1	1	1	520	101	Matched (3)	621	621	621	.16642	8.5	25.10013	48.5	2	1							
2015	070506088801303009	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	4	803.8719482421875	40	0	1	11.5	2	0	1	2700	644	Matched (3)	3344	3344	3344	.068198003	8.5	25.10013	48.5	2	1							
2015	070506088801303022	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	4	3679.947265625	40	0	1	11.5	2	0	1	2420	525	Matched (3)	2945	2945	2945	.208345	8.5	25.10013	48.5	2	1							
2015	070506088801303040	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	8	3679.947265625	55	1	1	11.5	4	0	1	2979	392	Matched (3)	3371	3371	3371	.308961	8.5	25.10013	48.5	2	1							
2015	070506088801303061	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	8	3679.947265625	40	1	0	11.5	3	0	1	2150	119	Matched (3)	2269	2269	2269	.342787	8.5	25.10013	48.5	2	1							
2015	070506088801303080	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	9	3679.947265625	51	0	1	11.5	4	0	1	4520	274	Matched (3)	4794	4794	4794	2.370753	8.5	25.10013	48.5	2	1							
2015	070506088801303098	7	5	6	3	0	0	25.10013	1	0	0		Matched (3)	8	3679.947265625	40	0	1	11.5	3	0	1	6075	556	Matched (3)	6631	6631	6631	.688151	8.5	25.10013	48.5	2	1							
2015	070506088801303117	7	5	6	3	0	0	25.10013	0	0	1		Matched (3)	15	3679.947265625	56	0	1	11.5	5	0	2	2100	118	Matched (3)	2218	2218	2218	2.9341981	8.5	25.10013	48.5	2	1							
2015	070506088801303135	7	5	6	3	0	0	25.10013	0	0	1		Matched (3)	9	3679.947265625	50	0	0	11.5	4	0	1	9340	59	Matched (3)	9399	9399	9399	.73818099	8.5	25.10013	48.5	2	1							
2015	070506088801303153	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	3	3679.947265625	40	0	1	11.5	2	0	1	4300	133	Matched (3)	4433	4433	4433	.15011801	8.5	25.10013	48.5	2	1							
2015	070506088801303171	7	5	6	3	0	0	25.10013	0	0	0		Matched (3)	7	3679.947265625	76	0	0	11.5	1	0	1	615	23	Matched (3)	638	638	638	.068198003	8.5	25.10013	48.5	2	1							
2015	070602088801501003	7	6	2	1	64	4	30.892467	0	1	0		Matched (3)	7	3615.332763671875	47.5	0	1	5	3	0	2	1099	46	Matched (3)	1145	1145	1145	.35603398	8.5	25.10013	48.5	2	1							
2015	070602088801501015	7	6	2	1	100	5	38.615585	0	0	0		Matched (3)	7	3615.332763671875	47.5	0	1	5	4	1	2	1988	73	Matched (3)	2061	2061	2061	.11331	8.5	25.10013	48.5	2	1							
2015	070602088801501021	7	6	2	1	73	3	46.982296	0	0	1		Matched (3)	6	3615.332763671875	50	1	0	5	2	0	2	1316	73	Matched (3)	1389	1389	1389	.29179001	8.5	25.10013	48.5	2	1							
2015	070602088801501033	7	6	2	1	354	25.55999946594238	31.966545	0	0	1		Matched (3)	4	3615.332763671875	80	0	1	5	1	1	2	946	36	Matched (3)	982	982	982	1.071159	8.5	25.10013	48.5	2	1							
2015	070602088801501039	7	6	2	1	25	1	48.269482	0	0	0		Matched (3)	3	3615.332763671875	47.5	1	1	5	1	1	2	715	23	Matched (3)	738	738	738	.25053999	8.5	25.10013	48.5	2	1							
2015	070602088801501057	7	6	2	1	595	32	37.408848	0	0	0		Matched (3)	8	3615.332763671875	52	0	1	5	3	0	2	2909	115	Matched (3)	3024	3024	3024	1.059425	8.5	25.10013	48.5	2	1							
2015	070602088801501075	7	6	2	1	1484	84	38.615585	0	0	1		Matched (3)	6	3615.332763671875	47.5	0	1	5	2	0	2	1365	50	Matched (3)	1415	1415	1415	.91855597	8.5	25.10013	48.5	2	1							
2015	070602088801501093	7	6	2	1	0	0	25.10013	0	0	1		Matched (3)	9	3615.332763671875	51	0	1	5	2	0	3	1921	65	Matched (3)	1986	1986	1986	.81934899	8.5	25.10013	48.5	2	1							
2015	070602088801501111	7	6	2	1	100	5	47.304092	0	0	0		Matched (3)	4	3615.332763671875	68	1	0	5	0	0	2	285	13	Matched (3)	298	298	298	.27467901	8.5	25.10013	48.5	2	1							
2015	070602088801501129	7	6	2	1	60	3	38.615585	0	0	1		Matched (3)	6	3615.332763671875	47.5	0	1	5	3	1	2	1579	34	Matched (3)	1613	1613	1613	.319745	8.5	25.10013	48.5	2	1							
2015	070602088801501147	7	6	2	1	520	30	33.466843	0	0	0		Matched (3)	6	3615.332763671875	71	0	0	5	1	0	2	561	32	Matched (3)	593	593	593	.77111799	8.5	25.10013	48.5	2	1							
2015	070602088801501165	7	6	2	1	84	3.25	49.903217	0	1	0		Matched (3)	7	3615.332763671875	47.5	0	0	5	2	0	2	760	17	Matched (3)	777	777	777	.48418701	8.5	25.10013	48.5	2	1							
2015	070603010100103018	7	6	3	3	0	0	25.10013	0	1	0		Matched (3)	8	4796.14892578125	44.5	0	1	8	4	1	2	1607	98	Matched (3)	1705	1705	1705	.071562998	8.5	25.10013	48.5	2	1							
2015	070603010100103122	7	6	3	3	0	0	25.10013	0	0	0		Matched (3)	5	4796.14892578125	44.5	0	1	8	2	0	2	5146	260	Matched (3)	5406	5406	5406	.212175	8.5	25.10013	48.5	2	1							
2015	070603010100103148	7	6	3	3	0	0	25.10013	1	0	0		Matched (3)	4	4796.14892578125	44.5	0	1	8	2	1	2	2945	243	Matched (3)	3188	3188	3188	.068198003	8.5	25.10013	48.5	2	1							
2015	070603010100103226	7	6	3	3	0	0	25.10013	0	0	0		Matched (3)	7	4796.14892578125	44.5	0	1	8	2	1	2	4630	193	Matched (3)	4823	4823	4823	.13533799	8.5	25.10013	48.5	2	1							
2015	070603010100103252	7	6	3	3	0	0	25.10013	0	0	0		Matched (3)	7	4796.14892578125	44.5	1	1	8	5	1	2	2650	328	Matched (3)	2978	2978	2978	.068198003	8.5	25.10013	48.5	2	1							
2015	070605088800601003	7	6	5	1	1480	117	25.10013	1	0	1		Matched (3)	7	5351.06494140625	56	0	1	7	3	1	1	2388	88	Matched (3)	2476	2476	2476	.486635	8.5	25.10013	48.5	2	1							
2015	070605088800601015	7	6	5	1	50	3	32.179653	0	0	0		Matched (3)	9	5351.06494140625	78	0	1	7	1	0	2	2226	29	Matched (3)	2255	2255	2255	.64469099	8.5	25.10013	48.5	2	1							
2015	070605088800601021	7	6	5	1	121	12	25.10013	0	0	0		Matched (3)	7	5351.06494140625	89	0	0	7	0	1	3	711	1	Matched (3)	712	712	712	.15033999	8.5	25.10013	48.5	2	1							
2015	070605088800601039	7	6	5	1	0	0	25.10013	0	0	0		Matched (3)	6	5351.06494140625	56	0	1	7	2	1	2	573	28	Matched (3)	601	601	601	.16288	8.5	25.10013	48.5	2	1							
2015	070605088800601057	7	6	5	1	188	13	36.684807	0	0	0		Matched (3)	7	5351.06494140625	63	1	0	7	4	0	2	3110	82	Matched (3)	3192	3192	3192	.46796	8.5	25.10013	48.5	2	1							
2015	070605088800601075	7	6	5	1	85	5	32.823246	0	1	1		Matched (3)	6	5351.06494140625	56	0	1	7	2	0	2	5013	53	Matched (3)	5066	5066	5066	.834306	8.5	25.10013	48.5	2	1							
2015	070605088800601093	7	6	5	1	76	1705	25.10013	0	1	0		Matched (3)	7	5351.06494140625	56	1	1	7	1	1	2	5386	96	Matched (3)	5482	5482	5482	.50596601	8.5	25.10013	48.5	2	1							
2015	070605088800601111	7	6	5	1	1200	85	28.961689	0	0	0		Matched (3)	8	5351.06494140625	56	0	0	7	2	1	2	5018	96	Matched (3)	5114	5114	5114	.91269499	8.5	25.10013	48.5	2	1							
2015	070605088800601129	7	6	5	1	0	0	25.10013	0	0	0		Matched (3)	6	5351.06494140625	67	0	0	7	2	1	2	4043	45	Matched (3)	4088	4088	4088	.344778	8.5	25.10013	48.5	2	1							
2015	070605088800601147	7	6	5	1	1003	70	28.961689	0	0	1		Matched (3)	8	5351.06494140625	56	0	1	7	3	1	2	6626	112	Matched (3)	6738	6738	6738	1.2244201	8.5	25.10013	48.5	2	1							
2015	070605088800601165	7	6	5	1	0	0	25.10013	0	0	0		Matched (3)	3	5351.06494140625	56	1	0	7	1	0	2	2241	39	Matched (3)	2280	2280	2280	.12766001	8.5	25.10013	48.5	2	1							
2015	070607088800601003	7	6	7	1	0	0	25.10013	0	1	0		Matched (3)	8	4166.9375	42.5	0	1	9	4	0	2	4053	124	Matched (3)	4177	4177	4177	.1777	8.5	25.10013	48.5	2	1							
2015	070607088800601013	7	6	7	1	24	2	25.10013	0	1	1		Matched (3)	9	4166.9375	42.5	0	1	9	2	0	2	556	28	Matched (3)	584	584	584	.109645	8.5	25.10013	48.5	2	1							
2015	070607088800601018	7	6	7	1	0	0	25.10013	0	0	1		Matched (3)	4	4166.9375	44	1	0	9	2	1	2	2533	71	Matched (3)	2604	2604	2604	.19802	8.5	25.10013	48.5	2	1							
2015	070607088800601028	7	6	7	1	0	0	25.10013	0	1	0		Matched (3)	6	4166.9375	42.5	0	1	9	2	0	2	2847	95	Matched (3)	2942	2942	2942	.23756	8.5	25.10013	48.5	2	1							
2015	070607088800601033	7	6	7	1	410	52	25.10013	0	0	1		Matched (3)	7	4166.9375	42.5	0	1	9	2	0	2	3066	161	Matched (3)	3227	3227	3227	.209718	8.5	25.10013	48.5	2	1							
2015	070607088800601048	7	6	7	1	200	12.5	31.801071	0	0	1		Matched (3)	4	4166.9375	46	1	0	9	1	1	2	282	18	Matched (3)	300	300	300	.068198003	8.5	25.10013	48.5	2	1							
2015	070607088800601063	7	6	7	1	0	0	25.10013	0	1	0		Matched (3)	3	4166.9375	57	1	0	9	1	1	2	465	188	Matched (3)	653	653	653	.068198003	8.5	25.10013	48.5	2	1							
2015	070607088800601078	7	6	7	1	60	5	25.10013	0	0	1		Matched (3)	7	4166.9375	42.5	0	1	9	3	1	2	1636	69	Matched (3)	1705	1705	1705	.20079	8.5	25.10013	48.5	2	1							
2015	070607088800601093	7	6	7	1	45	4	25.10013	0	0	1		Matched (3)	2	4166.9375	79	1	0	9	0	0	2	962	33	Matched (3)	995	995	995	.33045	8.5	25.10013	48.5	2	1							
2015	070607088800601108	7	6	7	1	270.5	19.5	33.289295	1	1	1		Matched (3)	8	4166.9375	42.5	0	1	9	3	0	2	3415	165	Matched (3)	3580	3580	3580	.162361	8.5	25.10013	48.5	2	1							
2015	070607088800601123	7	6	7	1	175	16	25.10013	0	0	1		Matched (3)	7	4166.9375	51	0	1	9	2	1	2	2756	51	Matched (3)	2807	2807	2807	.13845	8.5	25.10013	48.5	2	1							
2015	070607088800601138	7	6	7	1	550	11	160.89827	0	0	1		Matched (3)	5	4166.9375	84	0	0	9	1	1	2	520	42	Matched (3)	562	562	562	.16713899	8.5	25.10013	48.5	2	1							
2015	070610088800902004	7	6	10	2	0	0	24.1991	0	0	0		Matched (3)	8	3937.537841796875	38	0	0	16	3	0	2	1303	26	Matched (3)	1329	1329	1329	.40175101	8.5	25.10013	48.5	2	1							
2015	070610088800902016	7	6	10	2	36	2	34.754028	0	1	0		Matched (3)	10	3937.537841796875	47	0	0	16	3	0	2	385	25	Matched (3)	410	410	410	1.260219	8.5	25.10013	48.5	2	1							
2015	070610088800902022	7	6	10	2	344	18.75	35.857327	0	0	0		Matched (3)	4	3937.537841796875	56	0	0	16	3	1	2	419	31	Matched (3)	450	450	450	1.283504	8.5	25.10013	48.5	2	1							
2015	070610088800902034	7	6	10	2	0	0	24.1991	0	0	0		Matched (3)	6	3937.537841796875	36	0	0	16	2	1	2	355	45	Matched (3)	400	400	400	.27427199	8.5	25.10013	48.5	2	1							
2015	070610088800902040	7	6	10	2	220.6000061035156	12	35.49416	0	0	0		Matched (3)	5	3937.537841796875	36	0	1	16	2	0	2	255	18	Matched (3)	273	273	273	.370601	8.5	25.10013	48.5	2	1							
2015	070610088800902058	7	6	10	2	0	0	24.1991	0	1	0		Matched (3)	5	3937.537841796875	36	0	1	16	2	0	2	790	19	Matched (3)	809	809	809	.18658501	8.5	25.10013	48.5	2	1							
2015	070610088800902076	7	6	10	2	142.8400039672852	7.473333358764648	43.635612	0	0	0		Matched (3)	9	3937.537841796875	41	0	1	16	2	0	2	540	11	Matched (3)	551	551	551	.84034598	8.5	25.10013	48.5	2	1							
2015	070610088800902094	7	6	10	2	331	17	39.078972	0	1	0		Matched (3)	6	3937.537841796875	36	0	0	16	2	0	2	346	21	Matched (3)	367	367	367	.82498199	8.5	25.10013	48.5	2	1							
2015	070610088800902112	7	6	10	2	0	0	24.1991	0	0	0		Matched (3)	6	3937.537841796875	44	0	0	16	2	0	2	541	21	Matched (3)	562	562	562	.286428	8.5	25.10013	48.5	2	1							
2015	070610088800902130	7	6	10	2	54.27999877929688	2.700000047683716	38.815811	0	0	0		Matched (3)	4	3937.537841796875	62	1	0	16	1	0	2	210	17	Matched (3)	227	227	227	.28020799	8.5	25.10013	48.5	2	1							
2015	070610088800902148	7	6	10	2	459.2000122070313	25	35.526337	0	0	0		Matched (3)	5	3937.537841796875	36	0	1	16	2	0	2	545	53	Matched (3)	598	598	598	.582497	8.5	25.10013	48.5	2	1							
2015	070610088800902166	7	6	10	2	0	0	24.1991	0	0	0		Matched (3)	6	3937.537841796875	36	1	0	16	1	0	2	520	26	Matched (3)	546	546	546	.13675401	8.5	25.10013	48.5	2	1							
2015	070701088800903002	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	2				0	69	69	2.0863032	8.5	25.10013	48.5	2	1							
2015	070701088800903014	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	2				0	69	69	1.8455222	8.5	25.10013	48.5	2	1							
2015	070701088800903022	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	2				0	69	69	2.0887749	8.5	25.10013	48.5	2	1							
2015	070701088800903026	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	2				0	69	69	1.835518	8.5	25.10013	48.5	2	1							
2015	070701088800903038	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	2				0	69	69	2.120065	8.5	25.10013	48.5	2	1							
2015	070701088800903062	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	2				0	69	69	2.252609	8.5	25.10013	48.5	2	1							
2015	070701088800903074	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	1				0	69	69	1.77258	8.5	25.10013	48.5	2	1							
2015	070701088800903086	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	1				0	69	69	2.0405169	8.5	25.10013	48.5	2	1							
2015	070701088800903098	7	7	1	3	0	0	25.10013	0	0	0		Matched (3)	1		48.5	0	0	8.5	0	0	1				0	69	69	4.2200351	8.5	25.10013	48.5	2	1							
2015	070701088800903110	7	7	1	3	0	0	25.10013	0	0	1		Matched (3)	1		48.5	0	0	8.5	0	0	2				0	69	69	1.1779641	8.5	25.10013	48.5	2	1							
2015	070702088802904001	7	7	2	4	0	0	25.10013	0	0	0		Matched (3)	8	4529.578125	72	0	0	15	3	0	2	3277	45	Matched (3)	3322	3322	3322	.55602002	8.5	25.10013	48.5	2	1							
2015	070702088802904022	7	7	2	4	0	0	25.10013	0	0	1		Matched (3)	3	4529.578125	44	0	0	15	2	0	2	1450	22	Matched (3)	1472	1472	1472	2.46138	8.5	25.10013	48.5	2	1							
2015	070702088802904045	7	7	2	4	680	50	26.258598	0	0	1		Matched (3)	5	4529.578125	50	0	0	15	4	0	2	2761	94	Matched (3)	2855	2855	2855	4.0081401	8.5	25.10013	48.5	2	1							
2015	070702088802904066	7	7	2	4	340	1000	25.10013	0	0	1		Matched (3)	7	4529.578125	47	0	0	15	2	0	2	8080	34	Matched (3)	8114	8114	8114	3.5783	8.5	25.10013	48.5	2	1							
2015	070702088802904087	7	7	2	4	0	0	25.10013	0	0	1		Matched (3)	11	4529.578125	44	0	0	15	3	0	2	3119	97	Matched (3)	3216	3216	3216	7.8909302	8.5	25.10013	48.5	2	1							
2015	070702088802904108	7	7	2	4	609	50	25.10013	0	0	1		Matched (3)	5	4529.578125	44	0	0	15	2	0	2	2230	79	Matched (3)	2309	2309	2309	4.1128001	8.5	25.10013	48.5	2	1							
2015	070702088802904129	7	7	2	4	0	0	25.10013	0	0	0		Matched (3)	7	4529.578125	44	1	0	15	4	0	2	640	94	Matched (3)	734	734	734	.51087999	8.5	25.10013	48.5	2	1							
2015	070702088802904150	7	7	2	4	1478	112	25.72633	0	0	1		Matched (3)	4	4529.578125	44	0	1	15	2	0	1	3851	49	Matched (3)	3900	3900	3900	.64214998	8.5	25.10013	48.5	2	1							
2015	070702088802904171	7	7	2	4	0	0	25.10013	0	0	1		Matched (3)	5	4529.578125	44	0	0	15	2	0	2	3255	42	Matched (3)	3297	3297	3297	1.6391799	8.5	25.10013	48.5	2	1							
2015	070702088802904192	7	7	2	4	0	0	25.10013	0	0	1		Matched (3)	6	4529.578125	44	0	0	15	2	0	1	2380	26	Matched (3)	2406	2406	2406	.52745003	8.5	25.10013	48.5	2	1							
2015	070703088802101002	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	5	2889.439208984375	54	0	0	6	2	0	2	1612	4	Matched (3)	1616	1616	1616	.74883997	8.5	25.10013	48.5	2	1							
2015	070703088802101010	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	6	2889.439208984375	54	1	0	6	3	1	2	1953	16	Matched (3)	1969	1969	1969	.97641999	8.5	25.10013	48.5	2	1							
2015	070703088802101014	7	7	3	1	0	0	25.10013	0	1	0		Matched (3)	6	2889.439208984375	62	0	0	6	3	0	2	1810	19	Matched (3)	1829	1829	1829	1.33539	8.5	25.10013	48.5	2	1							
2015	070703088802101022	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	7	2889.439208984375	55	0	0	6	5	0	2	1620	18	Matched (3)	1638	1638	1638	1.37734	8.5	25.10013	48.5	2	1							
2015	070703088802101026	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	1	2889.439208984375	66	1	0	6	0	1	2	50	0	Matched (3)	50	69	69	.068198003	8.5	25.10013	48.5	2	1							
2015	070703088802101038	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	4	2889.439208984375	73	0	0	6	1	0	2	240	3	Matched (3)	243	243	243	.36712	8.5	25.10013	48.5	2	1							
2015	070703088802101050	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	4	2889.439208984375	54	0	1	6	2	1	2	2845	28	Matched (3)	2873	2873	2873	.21521001	8.5	25.10013	48.5	2	1							
2015	070703088802101062	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	9	2889.439208984375	54	0	0	6	3	0	2	3568	16	Matched (3)	3584	3584	3584	1.9911001	8.5	25.10013	48.5	2	1							
2015	070703088802101074	7	7	3	1	150	12	25.10013	0	0	1		Matched (3)	9	2889.439208984375	54	0	0	6	5	0	2	1385	16	Matched (3)	1401	1401	1401	.79062998	8.5	25.10013	48.5	2	1							
2015	070703088802101086	7	7	3	1	0	0	25.10013	0	1	0		Matched (3)	3	2889.439208984375	60	1	0	6	1	1	2	940	0	Matched (3)	940	940	940	.13852	8.5	25.10013	48.5	2	1							
2015	070703088802101098	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	5	2889.439208984375	54	0	0	6	3	0	2	864	11	Matched (3)	875	875	875	.27489999	8.5	25.10013	48.5	2	1							
2015	070703088802101110	7	7	3	1	0	0	25.10013	0	0	0		Matched (3)	1	2889.439208984375	54	0	0	6	1	1	2	150	0	Matched (3)	150	150	150	.14617001	8.5	25.10013	48.5	2	1							
2015	070706010100103119	7	7	6	3	310	20	29.927078	0	0	1		Matched (3)	11	3887.698974609375	59	0	1	10.5	7	0	1	1084	78	Matched (3)	1162	1162	1162	.56541002	8.5	25.10013	48.5	2	1							
2015	070801088800401001	7	8	1	1	0	0	25.10013	0	0	0		Matched (3)	6	1221.733032226563	45	0	1	16	3	1	3	7972	390	Matched (3)	8362	8362	8362	1.74209	8.5	25.10013	48.5	2	1							
2015	070801088800401022	7	8	1	1	0	0	25.10013	0	0	0		Matched (3)	2	1221.733032226563	45	0	1	16	2	1	2	6870	56	Matched (3)	6926	6926	6926	1.0162001	8.5	25.10013	48.5	2	1							
2015	070801088800401043	7	8	1	1	0	0	25.10013	0	0	0		Matched (3)	6	1221.733032226563	45	0	1	16	2	0	2	1087	21	Matched (3)	1108	1108	1108	1.00053	8.5	25.10013	48.5	2	1							
2015	070801088800401064	7	8	1	1	0	0	25.10013	0	0	0		Matched (3)	2	1221.733032226563	48	0	0	16	2	1	2	1105	16	Matched (3)	1121	1121	1121	1.37608	8.5	25.10013	48.5	2	1							
2015	070801088800401085	7	8	1	1	0	0	25.10013	0	1	0		Matched (3)	8	1221.733032226563	67	0	0	16	2	1	2	4348	49	Matched (3)	4397	4397	4397	2.5193114	8.5	25.10013	48.5	2	1							
2015	070801088800401106	7	8	1	1	0	0	25.10013	0	0	0		Matched (3)	5	1221.733032226563	45	0	1	16	3	0	2	3057	34	Matched (3)	3091	3091	3091	.57493001	8.5	25.10013	48.5	2	1							
2015	070801088800401127	7	8	1	1	0	0	25.10013	0	1	0		Matched (3)	4	1221.733032226563	45	0	1	16	2	0	2	3406	26	Matched (3)	3432	3432	3432	.75595003	8.5	25.10013	48.5	2	1							
2015	070801088800401148	7	8	1	1	0	0	25.10013	0	1	0		Matched (3)	7	1221.733032226563	49	0	1	16	4	0	2	5424	42	Matched (3)	5466	5466	5466	3.20344	8.5	25.10013	48.5	2	1							
2015	070801088800401175	7	8	1	1	0	0	25.10013	0	0	0		Matched (3)	4	1221.733032226563	45	0	1	16	3	0	2	0	0	Matched (3)	0	69	69	1.8444901	8.5	25.10013	48.5	2	1							
2015	070801088800401196	7	8	1	1	0	0	25.10013	0	0	0		Matched (3)	5	1221.733032226563	49	1	0	16	2	0	2	2075	29	Matched (3)	2104	2104	2104	.32298002	8.5	25.10013	48.5	2	1							
2015	070803088800206028	7	8	3	6	0	0	25.10013	0	0	0		Matched (3)	9	1479.830322265625	49	1	0	5	4	0	2	23353	106	Matched (3)	23459	17947	17947	1.23408	8.5	25.10013	48.5	2	1							
2015	070803088800206067	7	8	3	6	0	0	25.10013	0	0	0		Matched (3)	6	1479.830322265625	44.5	0	1	5	1	0	1	3658	69	Matched (3)	3727	3727	3727	.47420999	8.5	25.10013	48.5	2	1							
2015	070803088800206085	7	8	3	6	0	0	25.10013	0	0	0		Matched (3)	3	1479.830322265625	80	1	0	5	0	1	2	645	15	Matched (3)	660	660	660	.10309	8.5	25.10013	48.5	2	1							
2015	070803088800206109	7	8	3	6	0	0	25.10013	0	0	0		Matched (3)	6	1479.830322265625	77	0	0	5	3	0	1	6390	139	Matched (3)	6529	6529	6529	.41944999	8.5	25.10013	48.5	2	1							
2015	070803088800206127	7	8	3	6	0	0	25.10013	0	0	0		Matched (3)	5	1479.830322265625	44.5	0	1	5	3	0	2	6400	377	Matched (3)	6777	6777	6777	.99792999	8.5	25.10013	48.5	2	1							
2015	070803088800206147	7	8	3	6	0	0	25.10013	0	0	0		Matched (3)	6	1479.830322265625	44.5	0	1	5	2	0	1	6690	238	Matched (3)	6928	6928	6928	.21180999	8.5	25.10013	48.5	2	1							
2015	070803088800206165	7	8	3	6	200	12.5	30.892467	0	1	1		Matched (3)	13	1479.830322265625	65	1	0	5	6	0	2	11530	182	Matched (3)	11712	11712	11712	.93550998	8.5	25.10013	48.5	2	1							
2015	070803088801501008	7	8	3	1	0	0	25.10013	0	0	0		Matched (3)	2	101.5591201782227	44.5	1	0	5	1	0	2	580	86	Matched (3)	666	666	666	.068198003	8.5	25.10013	48.5	2	1							
2015	070803088801501019	7	8	3	1	0	0	25.10013	0	0	0		Matched (3)	4	1543.698608398438	45	1	0	5	1	0	1	1500	49	Matched (3)	1549	1549	1549	.58776802	8.5	25.10013	48.5	2	1							
2015	070803088801501034	7	8	3	1	0	0	25.10013	0	1	0		Matched (3)	7	1543.698608398438	71	0	0	5	1	0	1	1170	58	Matched (3)	1228	1228	1228	.97058201	8.5	25.10013	48.5	2	1							
2015	070803088801501049	7	8	3	1	0	0	25.10013	0	0	0		Matched (3)	4	1543.698608398438	44.5	0	1	5	2	0	1	4605	124	Matched (3)	4729	4729	4729	1.0794179	8.5	25.10013	48.5	2	1							
2015	070803088801501064	7	8	3	1	0	0	25.10013	0	0	0		Matched (3)	3	1543.698608398438	89	0	0	5	0	1	1	840	41	Matched (3)	881	881	881	.508618	8.5	25.10013	48.5	2	1							
2015	070803088801501079	7	8	3	1	688	25	53.135044	0	0	1		Matched (3)	5	1543.698608398438	72	0	0	5	3	0	1	1960	80	Matched (3)	2040	2040	2040	1.3060601	8.5	25.10013	48.5	2	1							
2015	070803088801501094	7	8	3	1	0	0	25.10013	0	0	0		Matched (3)	5	1543.698608398438	65	0	0	5	2	1	1	2056	79	Matched (3)	2135	2135	2135	.35105801	8.5	25.10013	48.5	2	1							
2015	070803088801501109	7	8	3	1	0	0	25.10013	0	0	0		Matched (3)	6	1543.698608398438	50	1	0	5	3	0	1	2190	79	Matched (3)	2269	2269	2269	.74935102	8.5	25.10013	48.5	2	1							
2015	070902088800503002	7	9	2	3	155	13	25.10013	1	0	1		Matched (3)	6	3680.076416015625	59	0	0	10.5	5	0	2	7809	46	Matched (3)	7855	7855	7855	4.125236	8.5	25.10013	48.5	2	1							
2015	070902088800503012	7	9	2	3	0	0	25.10013	0	0	0		Matched (3)	5	3680.076416015625	47.5	0	1	10.5	2	0	2	484	30	Matched (3)	514	514	514	.068198003	8.5	25.10013	48.5	2	1							
2015	070902088800503017	7	9	2	3	0	0	25.10013	0	0	0		Matched (3)	6	3680.076416015625	47.5	0	1	10.5	4	0	2	5730	45	Matched (3)	5775	5775	5775	1.361322	8.5	25.10013	48.5	2	1							
2015	070902088800503027	7	9	2	3	0	0	25.10013	0	1	0		Matched (3)	8	3680.076416015625	47.5	0	1	10.5	2	0	2	3230	65	Matched (3)	3295	3295	3295	3.797436	8.5	25.10013	48.5	2	1							
2015	070902088800503032	7	9	2	3	155	13	25.10013	0	0	1		Matched (3)	8	3680.076416015625	47.5	0	1	10.5	5	0	2	4576	210	Matched (3)	4786	4786	4786	3.5427721	8.5	25.10013	48.5	2	1							
2015	070902088800503047	7	9	2	3	155	13	25.10013	0	1	1		Matched (3)	6	3680.076416015625	51	0	0	10.5	5	0	2	14560	79	Matched (3)	14639	14639	14639	1.467416	8.5	25.10013	48.5	2	1							
2015	070902088800503062	7	9	2	3	155	13	25.10013	0	0	1		Matched (3)	5	3680.076416015625	63	0	0	10.5	4	0	3	6730	140	Matched (3)	6870	6870	6870	1.9768391	8.5	25.10013	48.5	2	1							
2015	070902088800503077	7	9	2	3	0	0	25.10013	0	0	0		Matched (3)	7	3680.076416015625	51	0	0	10.5	3	0	2	1964	60	Matched (3)	2024	2024	2024	1.7358	8.5	25.10013	48.5	2	1							
